PG1642	Philosophy	split	Euthyphro	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG8527	Fiction	split	Eve's Diary, Part 2	Twain, Mark, 1835-1910; Ralph, Lester [Illustrator]
PG857	Philosophy	split	Evergreens	Jerome, Jerome K. (Jerome Klapka), 1859-1927
PG2940	Philosophy	deferred_repair	Evolution and Ethics, and Other Essays	Huxley, Thomas Henry, 1825-1895
PG9208	Fiction	split	Fancy's Show-Box (From "Twice Told Tales")	Hawthorne, Nathaniel, 1804-1864
PG12264	Fiction	split	Father Payne	Benson, Arthur Christopher, 1862-1925
PG7377	Religion	split	Five Lectures on Reincarnation	Abhedananda, Swami, 1866-1939
PG14378	Religion	deferred_repair	Five Years of Theosophy	Mead, G. R. S. (George Robert Stow), 1863-1933 [Editor]
PG11906	Philosophy	split	Four-Dimensional Vistas	Bragdon, Claude Fayette, 1866-1946
PG5682	Philosophy	split	Fundamental Principles of the Metaphysic of Morals	Kant, Immanuel, 1724-1804; Abbott, Thomas Kingsmill, 1829-1913 [Translator]
PG16939	Religion	split	Gems of Divine Mysteries	Bahá'u'lláh, 1817-1892
PG16940	Religion	deferred_repair	Gleanings from the Writings of Bahá'u'lláh	Bahá'u'lláh, 1817-1892
PG6172	Religion	split	God and My Neighbour	Blatchford, Robert, 1851-1943
PG1046	Religion	split	God, the Invisible King	Wells, H. G. (Herbert George), 1866-1946
PG14239	Philosophy	split	Golden Steps to Respectability, Usefulness and Happiness Being a Series of Lectures to Youth of Both Sexes, on Character, Principles, Associates, Amusements, Religion, and Marriage	Austin, John Mather, 1805-1880
PG7319	Religion	split	Good Sense	Holbach, Paul Henri Thiry, baron d', 1723-1789
PG1672	Philosophy	split	Gorgias	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG2633	Fiction	split	Hasisadra's Adventure Essay #7 from "Science and Hebrew Tradition	Huxley, Thomas Henry, 1825-1895
PG14368	Fiction	deferred_repair	Hebraic Literature; Translations from the Talmud, Midrashim and Kabbala	Harris, Maurice H. (Maurice Henry), 1859-1930 [Editor]
PG470	Religion	split	Heretics	Chesterton, G. K. (Gilbert Keith), 1874-1936
PG1175	Philosophy	split	Hiero	Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]
PG2274	Philosophy	split	How to Live on 24 Hours a Day	Bennett, Arnold, 1867-1931
PG3150	Religion	split	Human Nature, and Other Sermons	Butler, Joseph, 1692-1752; Morley, Henry, 1822-1894 [Editor]
PG16542	Philosophy	split	Imperialism" and "The Tracks of Our Forefathers	Adams, Charles Francis, 1835-1915
PG1270	Philosophy	split	In Defense of Women	Mencken, H. L. (Henry Louis), 1880-1956
PG12744	Religion	split	In His Image	Bryan, William Jennings, 1860-1925
PG10291	Philosophy	split	In the Fourth Year: Anticipations of a World Peace	Wells, H. G. (Herbert George), 1866-1946
PG13053	Philosophy	split	International Weekly Miscellany of Literature, Art, and Science — Volume 1, No. 4, July 22, 1850	Various
PG10214	Philosophy	split	Introduction to the Philosophy and Writings of Plato	Taylor, Thomas, 1758-1835
